title,company,location,link
"[해외취업] IT 프로그래머,web개발 엔지니어,Java프로그래머,인프라, SES 정사원 東京근무",SEAGILE,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=da77f7f30c8cccf1
Unity S/W 개발 - 정규직,우누스 오토메이션 시스템즈,서울 강서구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e2d8717a88d313aa
Java/Jsp/Front-end/WEB 개발자,에코소프트,경기도,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e6ed4f83454aa0c3
데이터베이스 설계 및 데이터 분석,토이스미스,서울 마포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6923904fcc788570
인프라 서비스 플랫폼 개발자,스테이지파이브,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b4e96a7dcac2f50a
"(주)트윔 개발자(경력직) 빅데이터,영상처리,머신비전/AI 딥러닝 (강남/동탄근무)",트윔,경기도 화성,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3c0eadee94a3c835
헬스케어 데이터 비즈니스 선도할 개발자,원스글로벌,안산 단원구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4b377715f5a4725c
[해외취업] VSN 어플리케애션개발엔지니어 정직원,이노리버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ff89b47362bc7d17
[인재풀] Central Development Services,Electronic Arts,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d9a8d22b38653d34
[금천구/벤처기업] 정규직 안드로이드 개발자,KIAC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=47b611532dc1ee8e
[기술기획] 기술기획 개발자,카카오뱅크,경기도 성남,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=54014c3b0874e69d
빅데이터사업부 웹 개발자,테라젠이텍스 바이오지점,수원 영통구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=56fa725ee29b55bb
Senior Developer - Cloud Infrastructure Development,SAP,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6569d4c4cee994f6
인공지능(AI) 전문기업 솔트룩스 - 데이터 분석,솔트룩스,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=513c3d86d7de0115
[데이터밸류팀] 서버개발자,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f0ec0edcdae751b
Data Specialist (Scientist&&Engineer),아우름플래닛,서울 마포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dd4d8e59a4a9265d
이탈방지팀-서비스 개발자,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=691f61972f31c777
영상처리 Software FAE 경력,소니코리아,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b720807a7cbf6d10
경력사원 수시,두산 디지털이노베이션,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dcafe087f86aaa47
MongoDB Engineer,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2695294aea6dc3b6
[해외취업] IT 애플리케이션 개발 엔지니어,리엔에스티,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=451df85c49f0c9f4
사내 인증 개발자,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=45ddfc75e84619c0
Platform/BSP SW APPS Engineering - Engineer/Sr. Engineer,Qualcomm,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=103175b04a715b9b
모바일 앱 보안 솔루션 개발부문,스틸리언,서울 용산구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6718bba08ef6e20b
"Python/Java,Spark 기반 개발 및 웹개발자 (경력/신입) 정규직",아이티존,대전 유성구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7e759712f25537da
AI 개발/Data Scientist/시스템 아키텍쳐/빅데이터엔지니어 경력직,신한에이아이,서울 영등포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=de44729f90fcae6e
서울 강남구 인썸니아 시니어 개발자 및 퍼블리셔,인썸니아,서울 서초구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6c1d50662fa2d7f7
바이오스타트기업 신약센터 연구원 빅데이터 AI분석,커리어셀파,서울 마포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1582932edb72c68f
Cloud Storage Architect 국내 IT 대기업,국내 IT 대기업,서울특별시,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=703240f1af245dde
데이터 개발 및 관리 운영자,에스비씨엔,서울 영등포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=155f9ec0ce645831
(주)엘솔루 NLP연구개발직,㈜엘솔루,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3f46d6b013eed283
신입 Field Application Engineer (VECTOR KOREA IT),벡터코리아아이티,서울 용산구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=682a1ab7137d5221
Senior Specialist Consultant - AI/ML,Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b51ca785a45edf17
Field Application Engineer (VECTOR KOREA IT),벡터코리아아이티,서울 용산구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=489d55975cf681ee
[구직 Platform] Frontend 개발 전문가 급구,ES GROUP,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cde86e099a2a4639
[구직 Platform] Frontend 개발 전문가 급구,에이아이앤잡,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eabd2f2876b50a04
(Search&Clova) Clova 음성인식 기술 개발 경력사원 모집,NAVER,성남 정자동,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4942a8c35ffccd85
백엔드 개발자 (경력),크로스앵글,서울 여의도,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=af5683389907a8c9
메신저서비스 개발/기획/디자인 경력사원,다날,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c137862ca9316264
검색서비스 서버 개발 신입/경력,포티투마루,서울 봉천동,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e010f7780d479126
Senior Solutions Architect - Amazon Connect,Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5c6723a17ad467f6
매칭팀 - 프로그래머,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3e757382342b3c98
데이터인프라개발팀 - 데이터 엔지니어,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c499b3dde5c2e196
[해외취업] 라쿠스루 _ 서버사이드 엔지니어,글로벌터치코리아,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=288fe3ae93f852ab
TOAST Cloud 사업기획/영업/마케팅,NHN,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6b86ea39985912b6
데이터 사이언티스트 / Data Scientist,Bagelcode,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d0ae3cf7638734ac
성장하는 핀테크 스타트업 BackEnd Developer 경력직,웨이브릿지,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f8ee4cfdf4dd6934
Software Engineer,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=49335253c9d14ed4
보안 솔루션 인공지능 개발자,피즐리소프트,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b989c114d8fce117
빅데이터 사이언스,케이뱅크은행,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=117108f4cde5b144
코리아서버호스팅 백엔드 개발자,코리아서버호스팅,서울 서초구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=33615805797c823f
"AI, 빅데이터 Data Scientist 연구개발",비스텔,서울 서초구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a6c846ff9732bf19
이상탐지팀- 웹프로그래머,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4a426e3ffacd161c
빅데이터 엔지니어 경력직(정규직),신한에이아이,서울 영등포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=59e5ed1c3c1ff691
[경력]서버 개발 담당자,선데이토즈,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b39044f681e9d472
DBA담당자,해커스,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1f7f2b48cf91125b
글로벌 여행 스타트업 Trazy - 백엔드 개발자,트레이지(Trazy),서울 종로구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0fb2aa38f1fb2af2
인프라 관리/운영 웹 애플리케이션 개발자,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=692486e7a2b0522e
"Specialist Solutions Architect III, Analytics",Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=604de7caa5f65310
데이터 엔지니어,크로스앵글,서울 여의도,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ae15250b0a7f47e0
[Mobile] 데이터 분석가 (신입/경력),펍지,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=35d9e2deb358eb6c
키친엑스 자동화 기계관련 일 함께할 인재.(IOT시스템 구축),키친엑스,서울 갈월동,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=564ab7bb971c3486
Senior Data Scientist - AWS Professional Services,Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=37da5b148b2d3ef4
TOAST Cloud 운영 및 기술지원,NHN,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ad07d6a330fb619a
Software Engineer - Data Platform,펍지,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e53e9a565e6d79df
[경력]게임 서버 개발 담당자,트리노드,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8e1c79cf2693adc7
백엔드 플랫폼 엔지니어 - Devops (신입),펍지,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=adb5ac4e37052a3c
모바일앱 분석툴 유저해빗 웹개발자,유저해빗,서울 마포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=100bfdb71c3c4fde
8퍼센트 경력 개발자,8퍼센트,서울 종로구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=464ef95516a5fa5c
[반도체IP 기업] Video Codec HW (Junior/Senior급),커리어라임즈,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a45ea32bb829e30f
파이썬SW 금융분야 특화 챗봇 개발 함께 할 엔지니어,파운트,서울 충정로역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ffd9cedb23e97344
모바일 어플리케이션 백엔드 개발자,위아프렌즈,서울 노원구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bf2cc4de27465bc3
Automotive Graphics SW APPS Engineering - Engineer/Sr. Engineer,Qualcomm,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=277b3d72e827b50c
"[해외취업] Yi INC- IT 프로그래머, web개발 엔지니어, Java프로그래머, 웹디자이너 등 정사원",Yi INC. (Yi株式会社),대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5f778071e9ca60ed
[기술기획] 기술기획 개발자,한국카카오은행,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d1899493ea77dee5
[금융권] Sales QA 개발,오픈마인즈,서울 종로구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a4e6643a9068cf7b
Automotive Display SW APPS Engineering - Engineer/Sr. Engineer,Qualcomm,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c853cf6736312a6e
"IT 기획, 운영 (대리-과장급) 초빙 - 유명 유통사",로이스에이치알,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b4e795fb8e6fd0ed
정보계(빅데이터) 시스템 IT 개발,케이뱅크은행,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f12a9aab17ec9b6
TOIION 토이온 전산 인프라 운영 스탭,토이온,성남 수정구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c7c315d68ab45e13
한글 Q&A 시스템 연구 개발 신입/경력사원,포티투마루,서울 봉천동,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f88041c28b6c1ae
데이터분석(모바일App)(경력6~9년) - 유명상장유통서비스대기업,타겟컨설팅,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5f6c6ca1ea8d9eaf
"[케이넷이엔지] AI개발 / SI개발 신입, 경력 정규직 돼서 효도하자~",케이넷이엔지,안양 동안구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=13aee9ab444fe4db
[반도체IP 기업] Video Codec - RTL Design/Verification (Jr/Sr급),커리어라임즈,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b2e9e69dc7511de2
Sr. Data Architect - Data Lakes & Analytics,Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=39834f5337a56072
"Solutions Architect II - AI/ML Specialist, AWS Korea",Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6a52fffb245d6613
백엔드 플랫폼 엔지니어 - Devops (경력),펍지,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c0d0864dfaa84124
[장애인만 채용],로완,서울 상암동,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b7cdc6f73ca95a75
[경력] 회계 감사 디지털 전문가 - DPP,삼정 KPMG,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5104262b441217e5
"프로젝트정보(국내,해외)",지아이데이타,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e0ce359619d19e10
데이터분석 (경력),퍼포먼스바이티비더블유에이,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ef5d02e80e5ac851
[정규직/본사근무] PHP 웹 개발자 (경력),이랜서,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=194a28e271f583b3
Big Data Engineer,휴먼디지털,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6863b8ecbee9cb28
S/W 신규 장비 개발 엔지니어,세미티에스,수원 영통구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a171aaa46f49208f
링크샵스 플랫폼 개발 및 유지보수 담당,링크샵스,서울 중구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a6d0f0030a9ad230
AI Algorithm Developer,펄핏,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=88b7dece067cd1c6
[Mobile] 데이터 개발 (인프라),펍지,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=57efbc3513f8842b
2020 신입생 ICT/바이오 하이테크 대졸자 취업연계 과정,한국폴리텍대학융합기술교육원,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ca7da7655917c156
"Linux 경력 계약직, 프리랜서, 알바",퀀텀솔루션,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=91a29bad63359f3f
고성능 게임 피드백 서버 개발,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=952e0a8d9bac4aea
WaveBridge BackEnd Developer 경력직,웨이브릿지,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ea7a7ab6e15151c1
대기업 영상보안 네트워크 프로토콜 SW 개발 정규직,인파트너스,서울 서초구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b4f6d8a8517cf6f7
(주)엘솔루 웹개발자,㈜엘솔루,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f96c6c892a013cf0
개발팀장 (의료영상 기반 상용 SW),애니메디솔루션,서울 송파구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1b84cc83217563a2
TOAST Cloud 플랫폼 및 서비스 개발,NHN,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ea2cf2a5e929b0ee
Cloud Infrastructure Architect,Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6c193b454226bc93
서버 구축 및 관리 & PHP RESTFUL API 백엔드 개발자,캐시파이,서울 마포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=172fb63f77af453f
"JAVA, 펌웨어(Firmware) 경력 정규직, 계약직, 프리랜서",가온시스템즈,서울 강서구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8932156496476611
Solutions Architect III - AWS Korea,Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8fc5722cb9223fea
파이썬 중급개발자,퓨쳐위즈,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5ee29e41129934a3
[경력]밸런스 기획 담당자,JANDISOFT,서울 영등포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c7c59d54b02de0a0
다크어벤저3 서버프로그래머 (경력3년이상),Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9610a215e43c2810
"Solutions Architect II - AMAZON Web Services, Korea",Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3796c8a31a447383
Web 개발(이커머스 파트)_PHP/CodeIgniter/Javascript,버드뷰,서울 마포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3292e81e43884c67
Front end 개발자,브릭,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cac18e6bcbee5a21
"[블랙라벨] H/W 엔지니어, S/W 엔지니어 경력직",블랙라벨,인천,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e0e9b3b8d1d423da
[KSTEC] RPA 시스템 개발 경력사원,지식시스템,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=be6efc1475f2c0dd
"Partner Solutions Architect III, Analytics Specialist",Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7a837beac7ac8bcd
가상화폐 프로그래머,휴먼디지털,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=527ede840149154c
"모바일 앱 서버 개발(Java, Python)",휴먼디지털,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=16dff836029458af
[Back-end] 신규 커머스 플랫폼 개발,아이오앤코코리아,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d97a131a3a115a3f
AI(인공지능) 개발자,휴먼디지털,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d498993697237b33
가상화폐 개발 경력자,휴먼디지털,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eb524bae20ec458a
웹 개발 Java·JSP 경력사원,핀마트,서울 금천구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=720358989de4d717
2019 카카오 개발자 겨울 인턴십 ( 연계형),카카오페이,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7945a0d89423d660
"신입 개발자(Python, jsp) 채용",오픈이노베이션랩,대전 유성구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d3b7b8e80f0e9e8f
로보틱스 백엔드 SW개발,현대자동차,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8456ba630b7ac3ab
Field Application Engineer (FAE),LUCID Vision Labs,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=56b86f7a1dc1dfe7
AI Scientist - Symbolic AI (Natural Language Reasoning),MIND AI,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7b96b63ac704d98a
Computational Linguist - AI (Natural Language Reasoning),MIND AI,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2bdd2465542edd04
Data Scientist,Terra,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=83883bfd1f662d69
Junior Open Source Intelligence Analyst,Barbaricum,경기도 평택,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ef431e3d9b4f3f4c
"Principal, Strategic Planning",Coupang,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8b29e16a2f9665f2
자동화 기계관련 일을 함께할 인재,키친엑스,서울특별시,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f43c4f4e6a9ba205
Senior Business Analysis (Strategic Planning),Coupang,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5f3b7800e776da58
"DevOps Engineer JAVA, Python, Ruby, Node.js","15년 연혁의 시스템소프트웨어 개발,공급,홈페이지 구축,모바일컨텐츠서비스 개발 및 공급업체",서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f856430ae22f90c1
국내 리딩 SI 솔루션 기업 Data Scientist (제조)포지션ASAP,국내 리딩 SI솔루션 기업,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c71ce259812f9497
국내 메이저 SI기업 Data Scientist (제조) 포지션,국내 리딩 SI솔루션 기업,서울 송파구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0bbd3c4da4852f79
Data Scientist,Tapjoy,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=980af03df0416292
Junior Quant Trader,Byzantine Partners,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c8933c2704ef3525
WebRTC UC & Collaboration Developer,Ericsson,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=404ca05b36be1e83
해외 근무가능한 PIE( Process Integration Engineering) 엔지니어,"해외있는 S,H사 같은 규모큰 반도체 Chip Maker 회사",성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cb0bde3d5f4654b8
Field Service Engineer,Novetta,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=aefb647f9116ad28
Software Engineer - Seoul,"Moloco, Inc.",서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5bfbfb0c0cefec76
